YMD,Year,Month,Day,week,week_year,Season_Year,Season,Cell2,EMD,JD,LMB_Spawning,CC_Spawning,NP_Spawning
2016-09-24,2016,9,24,39,39 - 2016,Summer 2016,Summer,During,After,268,,,
2016-09-25,2016,9,25,40,40 - 2016,Summer 2016,Summer,During,After,269,,,
2016-09-26,2016,9,26,40,40 - 2016,Summer 2016,Summer,During,After,270,,,
2016-09-27,2016,9,27,40,40 - 2016,Summer 2016,Summer,During,After,271,,,
2016-09-28,2016,9,28,40,40 - 2016,Summer 2016,Summer,During,After,272,,,
2016-09-29,2016,9,29,40,40 - 2016,Summer 2016,Summer,During,After,273,,,
2016-09-30,2016,9,30,40,40 - 2016,Summer 2016,Summer,During,After,274,,,
2016-10-01,2016,10,1,40,40 - 2016,Summer 2016,Summer,During,After,275,,,
2016-10-02,2016,10,2,41,41 - 2016,Summer 2016,Summer,During,After,276,,,
2016-10-03,2016,10,3,41,41 - 2016,Summer 2016,Summer,During,After,277,,,
2016-10-04,2016,10,4,41,41 - 2016,Summer 2016,Summer,During,After,278,,,
2016-10-05,2016,10,5,41,41 - 2016,Summer 2016,Summer,During,After,279,,,
2016-10-06,2016,10,6,41,41 - 2016,Summer 2016,Summer,During,After,280,,,
2016-10-07,2016,10,7,41,41 - 2016,Summer 2016,Summer,During,After,281,,,
2016-10-08,2016,10,8,41,41 - 2016,Summer 2016,Summer,During,After,282,,,
2016-10-09,2016,10,9,42,42 - 2016,Summer 2016,Summer,During,After,283,,,
2016-10-10,2016,10,10,42,42 - 2016,Summer 2016,Summer,During,After,284,,,
2016-10-11,2016,10,11,42,42 - 2016,Summer 2016,Summer,During,After,285,,,
2016-10-12,2016,10,12,42,42 - 2016,Summer 2016,Summer,During,After,286,,,
2016-10-13,2016,10,13,42,42 - 2016,Summer 2016,Summer,During,After,287,,,
2016-10-14,2016,10,14,42,42 - 2016,Summer 2016,Summer,During,After,288,,,
2016-10-15,2016,10,15,42,42 - 2016,Summer 2016,Summer,During,After,289,,,
2016-10-16,2016,10,16,43,43 - 2016,Summer 2016,Summer,During,After,290,,,
2016-10-17,2016,10,17,43,43 - 2016,Summer 2016,Summer,During,After,291,,,
2016-10-18,2016,10,18,43,43 - 2016,Summer 2016,Summer,During,After,292,,,
2016-10-19,2016,10,19,43,43 - 2016,Summer 2016,Summer,During,After,293,,,
2016-10-20,2016,10,20,43,43 - 2016,Summer 2016,Summer,During,After,294,,,
2016-10-21,2016,10,21,43,43 - 2016,Summer 2016,Summer,During,After,295,,,
2016-10-22,2016,10,22,43,43 - 2016,Summer 2016,Summer,During,After,296,,,
2016-10-23,2016,10,23,44,44 - 2016,Fall 2016,Fall,During,After,297,,,
2016-10-24,2016,10,24,44,44 - 2016,Fall 2016,Fall,During,After,298,,,
2016-10-25,2016,10,25,44,44 - 2016,Fall 2016,Fall,During,After,299,,,
2016-10-26,2016,10,26,44,44 - 2016,Fall 2016,Fall,During,After,300,,,
2016-10-27,2016,10,27,44,44 - 2016,Fall 2016,Fall,During,After,301,,,
2016-10-28,2016,10,28,44,44 - 2016,Fall 2016,Fall,During,After,302,,,
2016-10-29,2016,10,29,44,44 - 2016,Fall 2016,Fall,During,After,303,,,
2016-10-30,2016,10,30,45,45 - 2016,Fall 2016,Fall,During,After,304,,,
2016-10-31,2016,10,31,45,45 - 2016,Fall 2016,Fall,During,After,305,,,
2016-11-01,2016,11,1,45,45 - 2016,Fall 2016,Fall,During,After,306,,,
2016-11-02,2016,11,2,45,45 - 2016,Fall 2016,Fall,During,After,307,,,
2016-11-03,2016,11,3,45,45 - 2016,Fall 2016,Fall,During,After,308,,,
2016-11-04,2016,11,4,45,45 - 2016,Fall 2016,Fall,During,After,309,,,
2016-11-05,2016,11,5,45,45 - 2016,Fall 2016,Fall,During,After,310,,,
2016-11-06,2016,11,6,46,46 - 2016,Fall 2016,Fall,During,After,311,,,
2016-11-07,2016,11,7,46,46 - 2016,Fall 2016,Fall,During,After,312,,,
2016-11-08,2016,11,8,46,46 - 2016,Fall 2016,Fall,During,After,313,,,
2016-11-09,2016,11,9,46,46 - 2016,Fall 2016,Fall,During,After,314,,,
2016-11-10,2016,11,10,46,46 - 2016,Fall 2016,Fall,During,After,315,,,
2016-11-11,2016,11,11,46,46 - 2016,Fall 2016,Fall,During,After,316,,,
2016-11-12,2016,11,12,46,46 - 2016,Fall 2016,Fall,During,After,317,,,
2016-11-13,2016,11,13,47,47 - 2016,Fall 2016,Fall,During,After,318,,,
2016-11-14,2016,11,14,47,47 - 2016,Fall 2016,Fall,During,After,319,,,
2016-11-15,2016,11,15,47,47 - 2016,Fall 2016,Fall,During,After,320,,,
2016-11-16,2016,11,16,47,47 - 2016,Fall 2016,Fall,During,After,321,,,
2016-11-17,2016,11,17,47,47 - 2016,Fall 2016,Fall,During,After,322,,,
2016-11-18,2016,11,18,47,47 - 2016,Fall 2016,Fall,During,After,323,,,
2016-11-19,2016,11,19,47,47 - 2016,Fall 2016,Fall,During,After,324,,,
2016-11-20,2016,11,20,48,48 - 2016,Fall 2016,Fall,During,After,325,,,
2016-11-21,2016,11,21,48,48 - 2016,Winter 2016,Winter,During,After,326,,,
2016-11-22,2016,11,22,48,48 - 2016,Winter 2016,Winter,During,After,327,,,
2016-11-23,2016,11,23,48,48 - 2016,Winter 2016,Winter,During,After,328,,,
2016-11-24,2016,11,24,48,48 - 2016,Winter 2016,Winter,During,After,329,,,
2016-11-25,2016,11,25,48,48 - 2016,Winter 2016,Winter,During,After,330,,,
2016-11-26,2016,11,26,48,48 - 2016,Winter 2016,Winter,During,After,331,,,
2016-11-27,2016,11,27,49,49 - 2016,Winter 2016,Winter,During,After,332,,,
2016-11-28,2016,11,28,49,49 - 2016,Winter 2016,Winter,During,After,333,,,
2016-11-29,2016,11,29,49,49 - 2016,Winter 2016,Winter,During,After,334,,,
2016-11-30,2016,11,30,49,49 - 2016,Winter 2016,Winter,During,After,335,,,
2016-12-01,2016,12,1,49,49 - 2016,Winter 2016,Winter,During,After,336,,,
2016-12-02,2016,12,2,49,49 - 2016,Winter 2016,Winter,During,After,337,,,
2016-12-03,2016,12,3,49,49 - 2016,Winter 2016,Winter,During,After,338,,,
2016-12-04,2016,12,4,50,50 - 2016,Winter 2016,Winter,During,After,339,,,
2016-12-05,2016,12,5,50,50 - 2016,Winter 2016,Winter,During,After,340,,,
2016-12-06,2016,12,6,50,50 - 2016,Winter 2016,Winter,During,After,341,,,
2016-12-07,2016,12,7,50,50 - 2016,Winter 2016,Winter,During,After,342,,,
2016-12-08,2016,12,8,50,50 - 2016,Winter 2016,Winter,During,After,343,,,
2016-12-09,2016,12,9,50,50 - 2016,Winter 2016,Winter,During,After,344,,,
2016-12-10,2016,12,10,50,50 - 2016,Winter 2016,Winter,During,After,345,,,
2016-12-11,2016,12,11,51,51 - 2016,Winter 2016,Winter,During,After,346,,,
2016-12-12,2016,12,12,51,51 - 2016,Winter 2016,Winter,During,After,347,,,
2016-12-13,2016,12,13,51,51 - 2016,Winter 2016,Winter,During,After,348,,,
2016-12-14,2016,12,14,51,51 - 2016,Winter 2016,Winter,During,After,349,,,
2016-12-15,2016,12,15,51,51 - 2016,Winter 2016,Winter,During,After,350,,,
2016-12-16,2016,12,16,51,51 - 2016,Winter 2016,Winter,During,After,351,,,
2016-12-17,2016,12,17,51,51 - 2016,Winter 2016,Winter,During,After,352,,,
2016-12-18,2016,12,18,52,52 - 2016,Winter 2016,Winter,During,After,353,,,
2016-12-19,2016,12,19,52,52 - 2016,Winter 2016,Winter,During,After,354,,,
2016-12-20,2016,12,20,52,52 - 2016,Winter 2016,Winter,During,After,355,,,
2016-12-21,2016,12,21,52,52 - 2016,Winter 2016,Winter,During,After,356,,,
2016-12-22,2016,12,22,52,52 - 2016,Winter 2016,Winter,During,After,357,,,
2016-12-23,2016,12,23,52,52 - 2016,Winter 2016,Winter,During,After,358,,,
2016-12-24,2016,12,24,52,52 - 2016,Winter 2016,Winter,During,After,359,,,
2016-12-25,2016,12,25,53,53 - 2016,Winter 2016,Winter,During,After,360,,,
2016-12-26,2016,12,26,53,53 - 2016,Winter 2016,Winter,During,After,361,,,
2016-12-27,2016,12,27,53,53 - 2016,Winter 2016,Winter,During,After,362,,,
2016-12-28,2016,12,28,53,53 - 2016,Winter 2016,Winter,During,After,363,,,
2016-12-29,2016,12,29,53,53 - 2016,Winter 2016,Winter,During,After,364,,,
2016-12-30,2016,12,30,53,53 - 2016,Winter 2016,Winter,During,After,365,,,
2016-12-31,2016,12,31,53,53 - 2016,Winter 2016,Winter,During,After,366,,,
2017-01-01,2017,1,1,1,1 - 2017,Winter 2016,Winter,During,After,1,,,
2017-01-02,2017,1,2,1,1 - 2017,Winter 2016,Winter,During,After,2,,,
2017-01-03,2017,1,3,1,1 - 2017,Winter 2016,Winter,During,After,3,,,
2017-01-04,2017,1,4,1,1 - 2017,Winter 2016,Winter,During,After,4,,,
2017-01-05,2017,1,5,1,1 - 2017,Winter 2016,Winter,During,After,5,,,
2017-01-06,2017,1,6,1,1 - 2017,Winter 2016,Winter,During,After,6,,,
2017-01-07,2017,1,7,1,1 - 2017,Winter 2016,Winter,During,After,7,,,
2017-01-08,2017,1,8,2,2 - 2017,Winter 2016,Winter,During,After,8,,,
2017-01-09,2017,1,9,2,2 - 2017,Winter 2016,Winter,During,After,9,,,
2017-01-10,2017,1,10,2,2 - 2017,Winter 2016,Winter,During,After,10,,,
2017-01-11,2017,1,11,2,2 - 2017,Winter 2016,Winter,During,After,11,,,
2017-01-12,2017,1,12,2,2 - 2017,Winter 2016,Winter,During,After,12,,,
2017-01-13,2017,1,13,2,2 - 2017,Winter 2016,Winter,During,After,13,,,
2017-01-14,2017,1,14,2,2 - 2017,Winter 2016,Winter,During,After,14,,,
2017-01-15,2017,1,15,3,3 - 2017,Winter 2016,Winter,During,After,15,,,
2017-01-16,2017,1,16,3,3 - 2017,Winter 2016,Winter,During,After,16,,,
2017-01-17,2017,1,17,3,3 - 2017,Winter 2016,Winter,During,After,17,,,
2017-01-18,2017,1,18,3,3 - 2017,Winter 2016,Winter,During,After,18,,,
2017-01-19,2017,1,19,3,3 - 2017,Winter 2016,Winter,During,After,19,,,
2017-01-20,2017,1,20,3,3 - 2017,Winter 2016,Winter,During,After,20,,,
2017-01-21,2017,1,21,3,3 - 2017,Winter 2016,Winter,During,After,21,,,
2017-01-22,2017,1,22,4,4 - 2017,Winter 2016,Winter,During,After,22,,,
2017-01-23,2017,1,23,4,4 - 2017,Winter 2016,Winter,During,After,23,,,
2017-01-24,2017,1,24,4,4 - 2017,Winter 2016,Winter,During,After,24,,,
2017-01-25,2017,1,25,4,4 - 2017,Winter 2016,Winter,During,After,25,,,
2017-01-26,2017,1,26,4,4 - 2017,Winter 2016,Winter,During,After,26,,,
2017-01-27,2017,1,27,4,4 - 2017,Winter 2016,Winter,During,After,27,,,
2017-01-28,2017,1,28,4,4 - 2017,Winter 2016,Winter,During,After,28,,,
2017-01-29,2017,1,29,5,5 - 2017,Winter 2016,Winter,During,After,29,,,
2017-01-30,2017,1,30,5,5 - 2017,Winter 2016,Winter,During,After,30,,,
2017-01-31,2017,1,31,5,5 - 2017,Winter 2016,Winter,During,After,31,,,
2017-02-01,2017,2,1,5,5 - 2017,Winter 2016,Winter,During,After,32,,,
2017-02-02,2017,2,2,5,5 - 2017,Winter 2016,Winter,During,After,33,,,
2017-02-03,2017,2,3,5,5 - 2017,Winter 2016,Winter,During,After,34,,,
2017-02-04,2017,2,4,5,5 - 2017,Winter 2016,Winter,During,After,35,,,
2017-02-05,2017,2,5,6,6 - 2017,Winter 2016,Winter,During,After,36,,,
2017-02-06,2017,2,6,6,6 - 2017,Winter 2016,Winter,During,After,37,,,
2017-02-07,2017,2,7,6,6 - 2017,Winter 2016,Winter,During,After,38,,,
2017-02-08,2017,2,8,6,6 - 2017,Winter 2016,Winter,During,After,39,,,
2017-02-09,2017,2,9,6,6 - 2017,Winter 2016,Winter,During,After,40,,,
2017-02-10,2017,2,10,6,6 - 2017,Winter 2016,Winter,During,After,41,,,
2017-02-11,2017,2,11,6,6 - 2017,Winter 2016,Winter,During,After,42,,,
2017-02-12,2017,2,12,7,7 - 2017,Winter 2016,Winter,During,After,43,,,
2017-02-13,2017,2,13,7,7 - 2017,Winter 2016,Winter,During,After,44,,,
2017-02-14,2017,2,14,7,7 - 2017,Winter 2016,Winter,During,After,45,,,
2017-02-15,2017,2,15,7,7 - 2017,Winter 2016,Winter,During,After,46,,,
2017-02-16,2017,2,16,7,7 - 2017,Winter 2016,Winter,During,After,47,,,
2017-02-17,2017,2,17,7,7 - 2017,Winter 2016,Winter,During,After,48,,,
2017-02-18,2017,2,18,7,7 - 2017,Winter 2016,Winter,During,After,49,,,
2017-02-19,2017,2,19,8,8 - 2017,Winter 2016,Winter,During,After,50,,,
2017-02-20,2017,2,20,8,8 - 2017,Winter 2016,Winter,During,After,51,,,
2017-02-21,2017,2,21,8,8 - 2017,Winter 2016,Winter,During,After,52,,,
2017-02-22,2017,2,22,8,8 - 2017,Winter 2016,Winter,During,After,53,,,
2017-02-23,2017,2,23,8,8 - 2017,Winter 2016,Winter,During,After,54,,,
2017-02-24,2017,2,24,8,8 - 2017,Winter 2016,Winter,During,After,55,,,
2017-02-25,2017,2,25,8,8 - 2017,Winter 2016,Winter,During,After,56,,,
2017-02-26,2017,2,26,9,9 - 2017,Winter 2016,Winter,During,After,57,,,
2017-02-27,2017,2,27,9,9 - 2017,Winter 2016,Winter,During,After,58,,,
2017-02-28,2017,2,28,9,9 - 2017,Winter 2016,Winter,During,After,59,,,
2017-03-01,2017,3,1,9,9 - 2017,Winter 2016,Winter,During,After,60,,,
2017-03-02,2017,3,2,9,9 - 2017,Winter 2016,Winter,During,After,61,,,
2017-03-03,2017,3,3,9,9 - 2017,Winter 2016,Winter,During,After,62,,,
2017-03-04,2017,3,4,9,9 - 2017,Winter 2016,Winter,During,After,63,,,
2017-03-05,2017,3,5,10,10 - 2017,Winter 2016,Winter,During,After,64,,,
2017-03-06,2017,3,6,10,10 - 2017,Winter 2016,Winter,During,After,65,,,
2017-03-07,2017,3,7,10,10 - 2017,Winter 2016,Winter,During,After,66,,,
2017-03-08,2017,3,8,10,10 - 2017,Winter 2016,Winter,During,After,67,,,
2017-03-09,2017,3,9,10,10 - 2017,Winter 2016,Winter,During,After,68,,,
2017-03-10,2017,3,10,10,10 - 2017,Winter 2016,Winter,During,After,69,,,
2017-03-11,2017,3,11,10,10 - 2017,Winter 2016,Winter,During,After,70,,,
2017-03-12,2017,3,12,11,11 - 2017,Winter 2016,Winter,During,After,71,,,
2017-03-13,2017,3,13,11,11 - 2017,Winter 2016,Winter,During,After,72,,,
2017-03-14,2017,3,14,11,11 - 2017,Winter 2016,Winter,During,After,73,,,
2017-03-15,2017,3,15,11,11 - 2017,Winter 2016,Winter,During,After,74,,,Spawning
2017-03-16,2017,3,16,11,11 - 2017,Winter 2016,Winter,During,After,75,,,Spawning
2017-03-17,2017,3,17,11,11 - 2017,Winter 2016,Winter,During,After,76,,,Spawning
2017-03-18,2017,3,18,11,11 - 2017,Winter 2016,Winter,During,After,77,,,Spawning
2017-03-19,2017,3,19,12,12 - 2017,Winter 2016,Winter,During,After,78,,,Spawning
2017-03-20,2017,3,20,12,12 - 2017,Winter 2016,Winter,During,After,79,,,Spawning
2017-03-21,2017,3,21,12,12 - 2017,Winter 2016,Winter,During,After,80,,,Spawning
2017-03-22,2017,3,22,12,12 - 2017,Winter 2016,Winter,During,After,81,,,Spawning
2017-03-23,2017,3,23,12,12 - 2017,Winter 2016,Winter,During,After,82,,,Spawning
2017-03-24,2017,3,24,12,12 - 2017,Winter 2016,Winter,During,After,83,,,Spawning
2017-03-25,2017,3,25,12,12 - 2017,Winter 2016,Winter,During,After,84,,,Spawning
2017-03-26,2017,3,26,13,13 - 2017,Winter 2016,Winter,During,After,85,,,Spawning
2017-03-27,2017,3,27,13,13 - 2017,Winter 2016,Winter,During,After,86,,,Spawning
2017-03-28,2017,3,28,13,13 - 2017,Winter 2016,Winter,During,After,87,,,Spawning
2017-03-29,2017,3,29,13,13 - 2017,Winter 2016,Winter,During,After,88,,,Spawning
2017-03-30,2017,3,30,13,13 - 2017,Winter 2016,Winter,During,After,89,,,Spawning
2017-03-31,2017,3,31,13,13 - 2017,Winter 2016,Winter,During,After,90,,,Spawning
2017-04-01,2017,4,1,13,13 - 2017,Winter 2016,Winter,During,After,91,,,Spawning
2017-04-02,2017,4,2,14,14 - 2017,Winter 2016,Winter,During,After,92,,,Spawning
2017-04-03,2017,4,3,14,14 - 2017,Winter 2016,Winter,During,After,93,,,Spawning
2017-04-04,2017,4,4,14,14 - 2017,Winter 2016,Winter,During,After,94,,,Spawning
2017-04-05,2017,4,5,14,14 - 2017,Winter 2016,Winter,During,After,95,,,Spawning
2017-04-06,2017,4,6,14,14 - 2017,Winter 2016,Winter,During,After,96,,,Spawning
2017-04-07,2017,4,7,14,14 - 2017,Winter 2016,Winter,During,After,97,,,Spawning
2017-04-08,2017,4,8,14,14 - 2017,Winter 2016,Winter,During,After,98,,,Spawning
2017-04-09,2017,4,9,15,15 - 2017,Spring 2017,Spring,During,After,99,,,Spawning
2017-04-10,2017,4,10,15,15 - 2017,Spring 2017,Spring,During,After,100,,,Spawning
2017-04-11,2017,4,11,15,15 - 2017,Spring 2017,Spring,During,After,101,,,Spawning
2017-04-12,2017,4,12,15,15 - 2017,Spring 2017,Spring,During,After,102,,,Spawning
2017-04-13,2017,4,13,15,15 - 2017,Spring 2017,Spring,During,After,103,,,Spawning
2017-04-14,2017,4,14,15,15 - 2017,Spring 2017,Spring,During,After,104,,,Spawning
2017-04-15,2017,4,15,15,15 - 2017,Spring 2017,Spring,During,After,105,,,Spawning
2017-04-16,2017,4,16,16,16 - 2017,Spring 2017,Spring,During,After,106,,,Spawning
2017-04-17,2017,4,17,16,16 - 2017,Spring 2017,Spring,During,After,107,,,Spawning
2017-04-18,2017,4,18,16,16 - 2017,Spring 2017,Spring,During,After,108,,,Spawning
2017-04-19,2017,4,19,16,16 - 2017,Spring 2017,Spring,During,After,109,,,Spawning
2017-04-20,2017,4,20,16,16 - 2017,Spring 2017,Spring,During,After,110,,,Spawning
2017-04-21,2017,4,21,16,16 - 2017,Spring 2017,Spring,During,After,111,,,Spawning
2017-04-22,2017,4,22,16,16 - 2017,Spring 2017,Spring,During,After,112,,,Spawning
2017-04-23,2017,4,23,17,17 - 2017,Spring 2017,Spring,During,After,113,,,Spawning
2017-04-24,2017,4,24,17,17 - 2017,Spring 2017,Spring,During,After,114,,,Spawning
2017-04-25,2017,4,25,17,17 - 2017,Spring 2017,Spring,During,After,115,,,Spawning
2017-04-26,2017,4,26,17,17 - 2017,Spring 2017,Spring,During,After,116,,,Spawning
2017-04-27,2017,4,27,17,17 - 2017,Spring 2017,Spring,During,After,117,,,Spawning
2017-04-28,2017,4,28,17,17 - 2017,Spring 2017,Spring,During,After,118,,,Spawning
2017-04-29,2017,4,29,17,17 - 2017,Spring 2017,Spring,During,After,119,,,Spawning
2017-04-30,2017,4,30,18,18 - 2017,Spring 2017,Spring,During,After,120,,,Spawning
2017-05-01,2017,5,1,18,18 - 2017,Spring 2017,Spring,During,After,121,Spawning,Spawning,Spawning
2017-05-02,2017,5,2,18,18 - 2017,Spring 2017,Spring,During,After,122,Spawning,Spawning,
2017-05-03,2017,5,3,18,18 - 2017,Spring 2017,Spring,During,After,123,Spawning,Spawning,
2017-05-04,2017,5,4,18,18 - 2017,Spring 2017,Spring,During,After,124,Spawning,Spawning,
2017-05-05,2017,5,5,18,18 - 2017,Spring 2017,Spring,During,After,125,Spawning,Spawning,
2017-05-06,2017,5,6,18,18 - 2017,Spring 2017,Spring,During,After,126,Spawning,Spawning,
2017-05-07,2017,5,7,19,19 - 2017,Spring 2017,Spring,During,After,127,Spawning,Spawning,
2017-05-08,2017,5,8,19,19 - 2017,Spring 2017,Spring,During,After,128,Spawning,Spawning,
2017-05-09,2017,5,9,19,19 - 2017,Spring 2017,Spring,During,After,129,Spawning,Spawning,
2017-05-10,2017,5,10,19,19 - 2017,Spring 2017,Spring,During,After,130,Spawning,Spawning,
2017-05-11,2017,5,11,19,19 - 2017,Spring 2017,Spring,During,After,131,Spawning,Spawning,
2017-05-12,2017,5,12,19,19 - 2017,Spring 2017,Spring,During,After,132,Spawning,Spawning,
2017-05-13,2017,5,13,19,19 - 2017,Spring 2017,Spring,During,After,133,Spawning,Spawning,
2017-05-14,2017,5,14,20,20 - 2017,Spring 2017,Spring,During,After,134,Spawning,Spawning,
2017-05-15,2017,5,15,20,20 - 2017,Spring 2017,Spring,During,After,135,Spawning,Spawning,
2017-05-16,2017,5,16,20,20 - 2017,Spring 2017,Spring,During,After,136,Spawning,Spawning,
2017-05-17,2017,5,17,20,20 - 2017,Spring 2017,Spring,During,After,137,Spawning,Spawning,
2017-05-18,2017,5,18,20,20 - 2017,Spring 2017,Spring,During,After,138,Spawning,Spawning,
2017-05-19,2017,5,19,20,20 - 2017,Spring 2017,Spring,During,After,139,Spawning,Spawning,
2017-05-20,2017,5,20,20,20 - 2017,Spring 2017,Spring,During,After,140,Spawning,Spawning,
2017-05-21,2017,5,21,21,21 - 2017,Spring 2017,Spring,During,After,141,Spawning,Spawning,
2017-05-22,2017,5,22,21,21 - 2017,Spring 2017,Spring,During,After,142,Spawning,Spawning,
2017-05-23,2017,5,23,21,21 - 2017,Spring 2017,Spring,During,After,143,Spawning,Spawning,
2017-05-24,2017,5,24,21,21 - 2017,Spring 2017,Spring,During,After,144,Spawning,Spawning,
2017-05-25,2017,5,25,21,21 - 2017,Spring 2017,Spring,During,After,145,Spawning,Spawning,
2017-05-26,2017,5,26,21,21 - 2017,Spring 2017,Spring,During,After,146,Spawning,Spawning,
2017-05-27,2017,5,27,21,21 - 2017,Spring 2017,Spring,During,After,147,Spawning,Spawning,
2017-05-28,2017,5,28,22,22 - 2017,Spring 2017,Spring,During,After,148,Spawning,Spawning,
2017-05-29,2017,5,29,22,22 - 2017,Spring 2017,Spring,During,After,149,Spawning,Spawning,
2017-05-30,2017,5,30,22,22 - 2017,Spring 2017,Spring,During,After,150,Spawning,Spawning,
2017-05-31,2017,5,31,22,22 - 2017,Spring 2017,Spring,During,After,151,Spawning,Spawning,
2017-06-01,2017,6,1,22,22 - 2017,Spring 2017,Spring,During,After,152,Spawning,Spawning,
2017-06-02,2017,6,2,22,22 - 2017,Spring 2017,Spring,During,After,153,Spawning,Spawning,
2017-06-03,2017,6,3,22,22 - 2017,Spring 2017,Spring,During,After,154,Spawning,Spawning,
2017-06-04,2017,6,4,23,23 - 2017,Spring 2017,Spring,During,After,155,Spawning,Spawning,
2017-06-05,2017,6,5,23,23 - 2017,Spring 2017,Spring,During,After,156,Spawning,Spawning,
2017-06-06,2017,6,6,23,23 - 2017,Spring 2017,Spring,During,After,157,Spawning,Spawning,
2017-06-07,2017,6,7,23,23 - 2017,Spring 2017,Spring,During,After,158,Spawning,Spawning,
2017-06-08,2017,6,8,23,23 - 2017,Spring 2017,Spring,During,After,159,Spawning,Spawning,
2017-06-09,2017,6,9,23,23 - 2017,Spring 2017,Spring,During,After,160,Spawning,Spawning,
2017-06-10,2017,6,10,23,23 - 2017,Spring 2017,Spring,During,After,161,Spawning,Spawning,
2017-06-11,2017,6,11,24,24 - 2017,Spring 2017,Spring,During,After,162,Spawning,Spawning,
2017-06-12,2017,6,12,24,24 - 2017,Summer 2017,Summer,During,After,163,Spawning,Spawning,
2017-06-13,2017,6,13,24,24 - 2017,Summer 2017,Summer,During,After,164,Spawning,Spawning,
2017-06-14,2017,6,14,24,24 - 2017,Summer 2017,Summer,During,After,165,Spawning,Spawning,
2017-06-15,2017,6,15,24,24 - 2017,Summer 2017,Summer,During,After,166,Spawning,Spawning,
2017-06-16,2017,6,16,24,24 - 2017,Summer 2017,Summer,During,After,167,Spawning,Spawning,
2017-06-17,2017,6,17,24,24 - 2017,Summer 2017,Summer,During,After,168,Spawning,Spawning,
2017-06-18,2017,6,18,25,25 - 2017,Summer 2017,Summer,During,After,169,Spawning,Spawning,
2017-06-19,2017,6,19,25,25 - 2017,Summer 2017,Summer,During,After,170,Spawning,Spawning,
2017-06-20,2017,6,20,25,25 - 2017,Summer 2017,Summer,During,After,171,Spawning,Spawning,
2017-06-21,2017,6,21,25,25 - 2017,Summer 2017,Summer,During,After,172,Spawning,Spawning,
2017-06-22,2017,6,22,25,25 - 2017,Summer 2017,Summer,During,After,173,Spawning,Spawning,
2017-06-23,2017,6,23,25,25 - 2017,Summer 2017,Summer,During,After,174,Spawning,Spawning,
2017-06-24,2017,6,24,25,25 - 2017,Summer 2017,Summer,During,After,175,Spawning,Spawning,
2017-06-25,2017,6,25,26,26 - 2017,Summer 2017,Summer,During,After,176,Spawning,Spawning,
2017-06-26,2017,6,26,26,26 - 2017,Summer 2017,Summer,During,After,177,Spawning,Spawning,
2017-06-27,2017,6,27,26,26 - 2017,Summer 2017,Summer,During,After,178,Spawning,Spawning,
2017-06-28,2017,6,28,26,26 - 2017,Summer 2017,Summer,During,After,179,Spawning,Spawning,
2017-06-29,2017,6,29,26,26 - 2017,Summer 2017,Summer,During,After,180,Spawning,Spawning,
2017-06-30,2017,6,30,26,26 - 2017,Summer 2017,Summer,During,After,181,Spawning,Spawning,
2017-07-01,2017,7,1,26,26 - 2017,Summer 2017,Summer,During,After,182,,Spawning,
2017-07-02,2017,7,2,27,27 - 2017,Summer 2017,Summer,During,After,183,,Spawning,
2017-07-03,2017,7,3,27,27 - 2017,Summer 2017,Summer,During,After,184,,Spawning,
2017-07-04,2017,7,4,27,27 - 2017,Summer 2017,Summer,During,After,185,,Spawning,
2017-07-05,2017,7,5,27,27 - 2017,Summer 2017,Summer,During,After,186,,Spawning,
2017-07-06,2017,7,6,27,27 - 2017,Summer 2017,Summer,During,After,187,,Spawning,
2017-07-07,2017,7,7,27,27 - 2017,Summer 2017,Summer,During,After,188,,Spawning,
2017-07-08,2017,7,8,27,27 - 2017,Summer 2017,Summer,During,After,189,,Spawning,
2017-07-09,2017,7,9,28,28 - 2017,Summer 2017,Summer,During,After,190,,Spawning,
2017-07-10,2017,7,10,28,28 - 2017,Summer 2017,Summer,During,After,191,,Spawning,
2017-07-11,2017,7,11,28,28 - 2017,Summer 2017,Summer,During,After,192,,Spawning,
2017-07-12,2017,7,12,28,28 - 2017,Summer 2017,Summer,During,After,193,,Spawning,
2017-07-13,2017,7,13,28,28 - 2017,Summer 2017,Summer,During,After,194,,Spawning,
2017-07-14,2017,7,14,28,28 - 2017,Summer 2017,Summer,During,After,195,,Spawning,
2017-07-15,2017,7,15,28,28 - 2017,Summer 2017,Summer,During,After,196,,Spawning,
2017-07-16,2017,7,16,29,29 - 2017,Summer 2017,Summer,During,After,197,,Spawning,
2017-07-17,2017,7,17,29,29 - 2017,Summer 2017,Summer,During,After,198,,Spawning,
2017-07-18,2017,7,18,29,29 - 2017,Summer 2017,Summer,During,After,199,,Spawning,
2017-07-19,2017,7,19,29,29 - 2017,Summer 2017,Summer,During,After,200,,Spawning,
2017-07-20,2017,7,20,29,29 - 2017,Summer 2017,Summer,During,After,201,,Spawning,
2017-07-21,2017,7,21,29,29 - 2017,Summer 2017,Summer,During,After,202,,Spawning,
2017-07-22,2017,7,22,29,29 - 2017,Summer 2017,Summer,During,After,203,,Spawning,
2017-07-23,2017,7,23,30,30 - 2017,Summer 2017,Summer,During,After,204,,Spawning,
2017-07-24,2017,7,24,30,30 - 2017,Summer 2017,Summer,During,After,205,,Spawning,
2017-07-25,2017,7,25,30,30 - 2017,Summer 2017,Summer,During,After,206,,Spawning,
